code,title,unit_code
612906,Ostrich farmer,6129
612907,Reptile farmer,6129
612908,Snail breeder,6129
613001,Farmer (mixed farming),6130
613002,Skilled farm worker (mixed farming),6130
621101,Forest ranger,6211
621102,Watershed forester,6211
621301,Charcoal burner,6213
621302,Charcoal maker,6213
621401,Rattan gatherer,6214
621402,Wild honey and beeswax gatherer,6214
621403,Wild mushroom gatherer,6214
621404,Wild orchids gatherer,6214
622101,Bangus farm producer,6221
622102,Bangus farmer,6221
622103,Tilapia farm producer,6221
622104,Tilapia farmer,6221
622201,Agar-agar producers,6222
622202,Carrageenan producers,6222
622203,Seaweed cultivator,6222
622401,Mussel cultivator,6224
622402,Mussel farmer,6224
622403,Oyster cultivator,6224
622404,Oyster farmer,6224
622501,Algae cultivator,6225
622502,"Aquarium fish farm operator (goldfish, corals, etc.)",6225
622503,Fish hatchery/nursery farm operator,6225
622504,Frog raiser,6225
622505,Pearl cultivator,6225
622601,Coastal fishery skipper,6226
622602,Coastal water fishery workers,6226
622603,Coastal waters fisher,6226
622604,Coastal waters fishing vessel skipper,6226
622605,Inland water fishery workers,6226
622606,Inland waters fisher,6226
622701,Deep-sea fisher,6227
622702,Trawler skipper,6227
622901,Fish catcher for aquarium,6229
622902,Oyster diver,6229
622903,Pearl diver,6229
622904,Sea moss gatherer,6229
634001,Subsistence collector,6340
634002,Subsistence diver,6340
634003,Subsistence fisher,6340
634004,Subsistence gatherer,6340
711201,Block layer,7112
711202,Bricklayer,7112
711203,Chimney builder,7112
711204,Paver,7112
711205,Refractory bricklayer,7112
711301,Granite cutter,7113
711302,Monument mason,7113
711303,Stone carver,7113
711304,Stone cutter,7113
711305,Stone lathe operator,7113
711306,Stone polisher,7113
711307,Stonemason,7113
711401,Cement finisher,7114
711402,Concrete finisher,7114
711403,Concrete placer,7114
711404,Concrete shutterer,7114
711405,Reinforced concreter,7114
711406,Terrazzo worker,7114
711501,Carpenter,7115
711502,Door installer,7115
711503,Finish carpenter,7115
711504,Framer,7115
711505,Joiner,7115
711506,Wood shipwright,7115
711901,Building wrecker,7119
711902,Prefabricated building assembler,7119
711903,Scaffolder,7119
711904,Skilled demolition worker,7119
711905,Steeplejack,7119
712101,Asphalt roofer,7121
712102,Composite materials roofer,7121
712103,Metal roofer,7121
712104,Roof fixer,7121
712105,Slate roofer,7121
712106,Thatcher,7121
712107,Tile roofer,7121
712201,Carpet layer,7122
712202,Floor layer,7122
712203,Floor tiler,7122
712204,Marble setter,7122
712205,Parquetry worker,7122
712206,Tile setter,7122
712207,Wall tiler,7122
712301,Dry wall plasterer,7123
712302,Fibrous plasterer,7123
712303,Ornamental plasterer,7123
712304,Plasterer,7123
712305,Solid plasterer,7123
712306,Stucco plasterer,7123
712401,Acoustic insulation worker,7124
712402,Boiler and pipe insulation worker,7124
712403,Insulation installer,7124
712404,Insulation worker,7124
712405,Refrigeration and air-conditioning equipment insulation worker,7124
712501,Autoglazier,7125
712502,Building glazier,7125
712503,Glass decorator,7125
712504,Glazier fabricator,7125
712505,Leaded-glass glazier,7125
712506,Plate-glass fitter,7125
712507,Roofing glazier,7125
712508,Vehicle glazier,7125
712601,Aircraft pipe and tube fitter,7126
712602,Drain technician,7126
712603,Gas fitter,7126
712604,Gas pipe fitter,7126
712605,Marine pipe fitter,7126
712606,Pipe fitter,7126
712607,Pipe layer,7126
712608,Pipeline inspector,7126
712609,Plumber,7126
712610,Ventilation pipe fitter,7126
712701,Air conditioning equipment mechanic,7127
712702,Air duct installer,7127
712703,Refrigeration mechanic,7127
713101,Building painter,7131
713102,Construction painter,7131
713103,House painter,7131
713104,Paperhanger,7131
713201,Aircraft painter,7132
713202,Car painter,7132
713203,Furniture spray painter,7132
713204,Manufactured articles painter,7132
713205,Manufactured articles varnisher,7132
713206,Upholstery painter,7132
713207,Varnisher,7132
713208,Vehicle painter,7132
713301,Building exteriors cleaner,7133
713302,Building exteriors sandblasters,7133
721101,Car parts molder,7211
721102,Coremaker,7211
721103,Filler metal molder,7211
721104,Metal bench molder,7211
721105,Metal castings molder,7211
721106,Metal mold maker,7211
721201,Auto body welder,7212
721202,Brazier,7212
721203,Construction welder,7212
721204,"Electric arc welder, machine",7212
721205,Electric welder,7212
721206,Flux-cored arc welder,7212
721207,Gas tungsten arc welder,7212
721208,Orbital welder,7212
721209,Pipe welder,7212
721210,Resistance welder,7212
721211,Shielded metal arc welder,7212
721212,Thermite welder,7212
721301,Aircraft sheet metal worker,7213
721302,Boilersmith,7213
721303,Coppersmith,7213
721304,Ornamental sheet metal worker,7213
721305,Panel beater,7213
721306,Plate metal worker,7213
721307,Sheet metal marker,7213
721308,Tinsmith,7213
721309,Vehicle sheet metal worker,7213
721401,Constructional steel erector,7214
721402,Iron works fabricator,7214
721403,Metal shipwright,7214
721404,Pneumatic riveter,7214
721405,Reinforcing iron worker,7214
721406,Riveter,7214
721407,Ship plater,7214
721408,Structural metal erector,7214
721409,Structural metal marker,7214
721410,Structural metal preparer,7214
721501,Aircraft rigger,7215
721502,Cable and rope splicer,7215
721503,Gas-drilling rigger,7215
721504,Hoisting equipment rigger,7215
721505,Oil-drilling rigger,7215
721506,Ship rigger,7215
721507,Suspension bridge cable worker,7215
721508,Theatrical rigger,7215
721509,Tower rigger,7215
722101,Blacksmith,7221
722102,Drop-hammer worker,7221
722103,Forging press worker,7221
722104,Hammersmith,7221
722105,Metal former,7221
722106,Wire drawer,7221
722201,Die maker,7222
722202,Gauge maker,7222
722203,Gunsmith,7222
722204,Jig maker,7222
722205,Locksmith,7222
722206,Metal marker,7222
722207,Metal patternmaker,7222
722208,Patternmaker,7222
722209,Toolmaker,7222
722301,Boring machine operator,7223
722302,Casting machine operator,7223
722303,Machine tool operator,7223
722304,Machine tool setter,7223
722305,Machine tool setter-operator,7223
722306,Metal turner,7223
722307,Metal working drilling machine setter-operator,7223
722308,Metal working honing machine setter-operator,7223
722309,Metal working lathe setter-operator,7223
722310,Metal working machine setter-operator,7223
722311,Metal working milling machine setter-operator,7223
722312,Metal working numerical control machine setter-operator,7223
722313,Metal working planning machine setter-operator,7223
722314,Metal working precision grinding-machine setter-operator,7223
722315,Rivet production machine operator,7223
722316,Tool production machine operator,7223
722401,Cutting instrument sharpener,7224
722402,Knife sharpener,7224
722403,Metal buffer,7224
722404,Metal finisher,7224
722405,Metal grinder,7224
722406,Metal polisher,7224
722407,Metal wheel-grinder,7224
722408,Saw repairer,7224
722409,Saw sharpener,7224
722410,Textile carding machine grinder,7224
722411,Tool grinder,7224
722412,Tool sharpener,7224
723101,Automotive brakes systems service technician,7231
723102,Automotive mechanic,7231
723103,Moped repairer,7231
723104,Motor truck mechanic,7231
723105,Motor vehicle engine and fuel systems service technician,7231
723106,Motor vehicle engine fitter,7231
723107,Motor vehicle mechanic,7231
723108,Motor vehicle mechatronics service technician,7231
723109,Motor vehicle repairer,7231
723110,Motor vehicle service technician,7231
723111,Motorcycle mechanic,7231
723112,Motorized rickshaw mechanic,7231
723113,Road transport diesel fitter,7231
723114,Small engine mechanic,7231
723115,Train mechanic,7231
723201,Aeromechanic,7232
723202,Aircraft airframes maintenance engineer,7232
723203,Aircraft engine fitter,7232
723204,Aircraft engines maintenance engineer,7232
723205,Aircraft maintenance assistant,7232
723206,Aircraft maintenance supervisor,7232
723207,Aircraft mechanic,7232
723208,Aircraft pneudraulic systems mechanic,7232
723209,Aircraft powerplant mechanic,7232
723210,Aircraft restorer,7232
723211,Aircraft service technician,7232
723212,Airframe and power plant mechanic,7232
723213,Airframe mechanic,7232
723214,Aviation maintenance technician,7232
723215,Helicopter mechanic,7232
723216,Jet engine mechanic,7232
723217,Rocket engine component mechanic,7232
723301,Agricultural machinery erector-installer,7233
723302,Agricultural machinery fitter,7233
723303,Agricultural machinery greaser,7233
723304,Agricultural machinery mechanic,7233
723305,Agricultural machinery oiler,7233
723306,Construction machinery mechanic,7233
723307,Construction machinery repairer,7233
723308,Diesel engine mechanic (except motor vehicle),7233
723309,Earth-moving equipment fitter,7233
723310,Farm machinery mechanic,7233
723311,Farm machinery repairer,7233
723312,Farm tractor mechanic,7233
723313,Heavy equipment mechanic,7233
723314,Hydraulic mechanic,7233
723315,Industrial machinery erector-installer,7233
723316,Industrial machinery fitter,7233
723317,Industrial machinery greaser,7233
723318,Industrial machinery oiler,7233
723319,Industrial plant mechanic,7233
723320,Industrial sewing machine mechanic,7233
723321,Loomfixers,7233
723322,Marine craft mechanic,7233
723323,Marine engine fitter,7233
723324,Marine machinery mechanic,7233
723325,Metalworking machine-tool fitter,7233
723326,Metalworking machine-tool mechanic,7233
723327,Mining machinery fitter,7233
723328,Mining machinery mechanic,7233
723329,Mining machinery repairer,7233
723330,Plant maintenance mechanic,7233
723331,Power plant mechanic,7233
723332,Printing machinery fitter,7233
723333,Printing machinery mechanic,7233
723334,Ship fitter,7233
723335,Stationary engine fitter,7233
723336,Stationary engine repairer,7233
723337,Steam-engine mechanic,7233
723338,Textile machinery fitter,7233
723339,Train engine fitter,7233
723340,Train engine repairer,7233
723341,Turbine fitter,7233
723342,Turbine mechanic,7233
723343,Woodworking machinery fitter,7233
723344,Woodworking machinery mechanic,7233
723401,Bicycle mechanic,7234
723402,Bicycle repairer,7234
723403,Perambulator repairer,7234
723404,Wheelchair repairer,7234
731101,Cannon-pinion adjuster,7311
731102,Instrument/meteorological maker,7311
731103,"Maker and repairer, instrument/surgical",7311
731104,Optical instrument maker,7311
731105,Optical instrument repairer,7311
731106,Photographic equipment repairer,7311
731107,Precision instrument assembler,7311
731108,Precision instrument maker,7311
731109,Precision instrument repairer,7311
731110,Surgical instrument maker,7311
731111,Watch and clock assembler,7311
731112,Watch and clock repairer,7311
731113,Watchmaker,7311
731201,Accordion maker,7312
731202,Brass instrument maker,7312
731203,Brass instrument repairer,7312
731204,Metal wind instrument maker,7312
731205,Musical instrument tuner,7312
731206,Organ builder,7312
731207,Piano maker,7312
731208,Piano tuner,7312
731209,Stringed instrument maker,7312
731210,Woodwind instrument maker,7312
731301,Jewelry enameller,7313
731302,Gem cutter/faceter,7313
731303,Gem setter,7313
731304,Gold cutter,7313
731305,Gold reclaimer,7313
731306,Goldbeater,7313
731307,Goldsmith,7313
731308,Jeweler,7313
731309,"Jewelry caster, by hand and machine",7313
731310,Jewelry engraver,7313
731311,"Jewelry finishers, by hand and machine",7313
731312,Jewelry polisher,7313
731313,Jewelry repairer,7313
731314,Precious metal leaf maker,7313
731315,Precious metal roller,7313
731316,Silversmith,7313
731401,Abrasive wheel molder,7314
731402,Brick and tile molder,7314
731403,Clay extruding-press operator,7314
731404,Decorators/lazers,7314
731405,Potter,7314
731406,Pottery and porcelain caster,7314
731407,Pottery and porcelain die-presser,7314
731408,Pottery and porcelain jiggerman,7314
731409,Pottery and porcelain maker,7314
731410,Pottery and porcelain modeler,7314
731411,"Pottery and porcelain presser, hand",7314
731412,Pottery and porcelain thrower,7314
731501,Glass blower,7315
731502,Glass cutter,7315
731503,Glass edge grinder,7315
731504,Glass finisher,7315
731505,Glass grinder,7315
731506,Glass lens molder,7315
731507,Glass polisher,7315
731508,Glass scientific blower,7315
731509,Glass tinter,7315
731510,Glass tube bender,7315
731511,Optical glass cutter,7315
731601,Brush painter,7316
731602,Ceramics decorator,7316
731603,Ceramics dipper,7316
731604,Ceramics painter,7316
731605,Ceramics spray painter,7316
731606,Decorative painter,7316
731607,Glass enameller,7316
731608,Glass engraver,7316
731609,Glass etcher,7316
731610,Glass painter,7316
731611,Glass sandblaster,7316
731612,Hand dipper,7316
731613,"Linoleum block engraver, hand",7316
731614,Lithographic stone engraver,7316
731615,Metal engraving etcher,7316
731616,"Metal printing die engraver, hand",7316
731617,"Metal printing plate engraver, hand",7316
731618,"Metal printing roller engraver, hand/machine",7316
731619,Mirror silverer,7316
731620,Photoengraver,7316
731621,Printing engraver,7316
731622,Printing plate retoucher,7316
731623,"Rubber and wood engraver, hand",7316
731624,Sign-maker,7316
731625,Signwriter,7316
731701,Basket maker,7317
731702,Basketry weaver,7317
731703,"Broom maker, hand",7317
731704,Brush maker,7317
731705,Handicraft designer,7317
731706,Handicraft model maker,7317
731707,"Paper box maker, hand",7317
731708,Paper handicraft worker,7317
731709,Rattan binder,7317
731710,Reed weaving handicraft worker,7317
731711,Wicker furniture maker,7317
731712,Wood carver,7317
731713,Wood cottage industry worker,7317
731714,Wooden articles handicraft worker,7317
731801,Carpet handicraft worker,7318
731802,Carpet weaver,7318
731803,Cloth weaver,7318
731804,Fabric examiner,7318
731805,Fiber aide,7318
731806,Fiber blender,7318
731807,Fiber carder,7318
731808,Fiber classer,7318
731809,Fiber grader,7318
731810,Fiber lapper,7318
731811,Fiber mixer,7318
731812,Fiber picker,7318
731813,Fiber preparer,7318
731814,Hand braid maker,7318
731815,Hand crocheter,7318
731816,Hand-operated machine knitter,7318
731817,Jacquard loom cloth weaver,7318
731818,Knitter,7318
731819,Leather handicraft worker,7318
731820,Loom threader,7318
731821,"Net maker, hand",7318
731822,"Tapestry maker, hand",7318
731823,Textiles fiber comber,7318
731824,Textiles fiber drawer,7318
731825,Textiles fiber rover,7318
731826,Textiles handicraft worker,7318
731827,Thread and yarn spinner,7318
731828,Tie dye maker,7318
731829,Weaver,7318
731830,Wool dryer,7318
731831,Wool scourer,7318
731832,Wool washer,7318
731901,Bar shampoo maker,7319
731902,Handicraft candle-maker,7319
731903,Metal toymaker,7319
731904,Soap maker,7319
731905,Stone articles handicraft worker,7319
731906,Toymaker (except metal),7319
732101,Compositor,7321
732102,Data scanner,7321
732103,Desktop publishing operator,7321
732104,Digitizer,7321
732105,Electronic pre-press technician,7321
732106,Linotype operator,7321
732107,Monotype keyboard operator,7321
732108,Photogravurist,7321
732109,Photolithographer,7321
732110,Printing plate maker,7321
732111,Screen maker,7321
732112,Screen printing plate mounter,7321
732113,Typesetter,7321
732201,Block printer,7322
732202,"Developer, black and white",7322
732203,"Developer, color",7322
732204,Digital press operator,7322
732205,Digital printing operator,7322
732206,Flexographic press operator,7322
732207,Gravure press operator,7322
732208,Large sheet-fed press operator,7322
732209,Offset Pressman,7322
732210,Offset printing press operator,7322
732211,Press roller maker,7322
732212,Printing feeder operator,7322
732213,Printing machine operator,7322
732214,Printing quality inspector,7322
732215,Rotogravure pressman,7322
732216,Screen printer,7322
732217,Screen printing press operator,7322
732218,Silk-screen printer,7322
732219,Silk-screen stencil cutter,7322
732220,Small press operator,7322
732221,Tarpaulin printer,7322
732222,Textile printer,7322
732223,Wallpaper printer,7322
732224,Web press operator,7322
732301,Binding bench worker,7323
732302,Book binder,7323
732303,Collator operator,7323
732304,Cutter operator,7323
732305,Foil Stamp operator,7323
732306,Folder operator,7323
732307,Gatherer operator,7323
732308,Multibinder operator,7323
732309,Perfect binder operator,7323
732310,Saddle stitch operator,7323
732311,Small machine bindery worker,7323
741101,Building electrician,7411
741102,Building repairs electrician,7411
741103,Building wiring electrician,7411
741104,Electrical inspector,7411
741105,Electrician,7411
741106,Industrial electrician,7411
741107,Industrial wiring electrician,7411
741108,Maintenance electrician,7411
741201,Armature builder,7412
741202,Auto electrician,7412
741203,Automotive electrician,7412
741204,Electric meter repairman,7412
741205,Electric motor and generator fitter,7412
741206,Electric motor repairman,7412
741207,Electrical  tester,7412
741208,Electrical fitter (general),7412
741209,Electrical generator fitter,7412
741210,Electrical inspector,7412
741211,Electrical mechanic,7412
741212,Industrial electrician,7412
741213,Lift mechanic,7412
741214,Plant electrician,7412
741215,Transformer repairman,7412
741301,Cable jointers,7413
741302,Cable puller,7413
741303,Electric cable and line installer,7413
741304,Electric cable jointer,7413
741305,Electric power line worker,7413
741306,Electrical line installer,7413
741307,Lineman/electric power,7413
741308,Ride maintenance mechanic,7413
741401,Electric Vehicle (EV) mechanic,7414
741402,Electric Vehicle (EV) repairer,7414
742101,Automated teller machines mechanic,7421
742102,Avionics aircraft maintenance engineer,7421
742103,Avionics technician,7421
742104,Electronic equipment servicer,7421
742105,Electronic mechanic,7421
742106,Office equipment technician,7421
742107,Office machinery fitter,7421
742108,Office machines mechanic,7421
742109,Photocopy machine technician,7421
742110,Radio mechanic,7421
742111,Reprographic equipment technician,7421
742112,Television repairer,7421
742113,Video electronics service/repairer,7421
742201,Communication rigger,7422
742202,Communications technician,7422
742203,Communications technology servicer,7422
742204,Computer equipment fitter,7422
742205,Computer hardware installer,7422
742206,Computer servicer/repairer,7422
742207,Data and telecommunications cabler,7422
742208,Electronic products inspector,7422
742209,Electronic products tester,7422
742210,Hardware technician,7422
742211,Private Automatic Branch Exchange (PABX) technician,7422
742212,Radio equipment installer,7422
742213,Telecommunication equipment installer,7422
742214,Telecommunication equipment repairer,7422
742215,Telecommunications line worker,7422
742216,Telephone installer,7422
742217,Telephone mechanic,7422
751101,Butcher,7511
751102,Fish deboner,7511
751103,Fish filleter,7511
751104,Fish processing worker,7511
751105,Fishmonger,7511
751106,Meat cutter,7511
751107,Slaughterer,7511
751201,Baker,7512
751202,Bread baker,7512
751203,Cake decorator,7512
751204,Chocolate maker,7512
751205,Confectioner,7512
751206,Kakanin maker,7512
751207,Noodle maker,7512
751208,Pastry maker,7512
751209,Pastry-cook,7512
751301,Butter maker,7513
751302,Cheese maker,7513
751303,Ice cream maker,7513
751401,Chutney maker,7514
751402,Food preserver,7514
751403,Fruit pickler,7514
751404,Fruit preserver,7514
751405,Jam maker,7514
751406,Oil expeller,7514
751407,Vegetable pickler,7514
751408,Vegetable preserver,7514
751501,Coffee taster,7515
751502,Food grader,7515
751503,Food taster,7515
751504,Fruit grader,7515
751505,Liquor taster,7515
751506,Tea taster,7515
751507,Vegetable grader,7515
751508,Wine taster,7515
751601,Cigar maker,7516
751602,Cigarettes maker,7516
751603,Snuff maker,7516
751604,Tobacco blender,7516
751605,Tobacco grader,7516
751606,Tobacco stripper,7516
752101,Dry kiln operator,7521
752102,Lumber kiln operator,7521
752103,Timber treating tank operator,7521
752104,Veneer applier,7521
752105,Veneer dryer tender,7521
752106,Wood seasoner,7521
752201,Cabinet-maker,7522
752202,Cartwright,7522
752203,Cooper,7522
752204,Furniture cabinet-maker,7522
752205,Marquetry inlayer,7522
752206,Smoking wood pipe maker,7522
752207,Wheelwright,7522
752208,Wood patternmaker,7522
752209,Wooden furniture finisher,7522
752210,Wooden model maker,7522
752301,Furniture production machine operator,7523
752302,Precision woodworking sawyer,7523
752303,Wood carving machine operator,7523
752304,Wood production machine operator,7523
752305,Wood products machine operator,7523
752306,Wood turner,7523
752307,Wood-planing machine setter-operator,7523
752308,Wood-shaping machine setter-operator,7523
752309,Woodworking lathe operator,7523
752310,Woodworking machine setter,7523
752311,Woodworking machine setter-operator,7523
752312,Woodworking machine set-up operator,7523
753101,Dressmaker,7531
753102,Fur grader,7531
753103,Fur trimmer,7531
753104,Furrier,7531
753105,Hatter,7531
753106,Milliner,7531
753107,Tailor,7531
753201,Fur patternmaker,7532
753202,Garment cutter,7532
753203,Garment marker,7532
753204,Garment patternmaker,7532
753205,Glove cutter,7532
753206,Hat and cap patternmaker,7532
753207,Leather cutter,7532
753208,Leather patternmaker,7532
753209,Textile cutter,7532
753210,Textile patternmaker,7532
753301,Doormat maker,7533
753302,Embroiderer,7533
753303,"Fur sewer, hand",7533
753304,Glove sewer,7533
753305,Rug maker,7533
753306,Stitcher,7533
753307,Stuffed toy maker,7533
753308,Umbrella maker,7533
753401,Furniture upholsterer,7534
753402,Mattress maker,7534
753403,Orthopedic upholsterer,7534
753404,Vehicle upholsterer,7534
753501,Fellmonger,7535
753502,Hide grader,7535
753503,Hide splitter,7535
753504,Leather currier,7535
753505,Leather stainer,7535
753506,Pelt dyer,7535
753507,Pelt grader,7535
753508,Skin grader,7535
753509,Tanner,7535
753601,Cobbler,7536
753602,Footwear cutter,7536
753603,Footwear finisher,7536
753604,Footwear laster,7536
753605,Footwear patternmaker,7536
753606,Footwear repairer,7536
753607,Leather goods maker,7536
753608,Leather shoemaker,7536
753609,Orthopedic footwear maker,7536
753610,Orthopedic shoemaker,7536
753611,Saddle and harness maker,7536
753612,Saddler,7536
753613,Shoemaker,7536
754101,Salvage frogman,7541
754102,Underwater welder,7541
754103,Underwater worker,7541
754201,Blaster,7542
754202,Powder monkey,7542
754203,Powderman,7542
754204,Shotfirer,7542
754301,Product grader,7543
754302,Quality inspector,7543
754303,Wool classer,7543
754401,Fumigator,7544
754402,Pest controller,7544
754403,Weed controller,7544
754901,Flower arranger,7549
754902,Optical lens finisher,7549
754903,Optical lens molder,7549
811101,Bogger operator,8111
811102,Continuous miner operator,8111
811103,Drilling machine operator,8111
811104,Jumbo operator,8111
811105,Mining dragline operator,8111
811106,Mining driller,8111
811107,Mining plant operator,8111
811108,Mining roof bolter,8111
811201,Coal washer,8112
811202,Crushing machine operator,8112
811203,Cutting machine operator,8112
811204,Gold precipitator,8112
811205,Gold precipitator,8112
811206,Grinding machine operator,8112
811207,Mineral machine operator,8112
811208,Mineral or stone processing crusher operator,8112
811209,Mineral processing flotation worker,8112
811210,Mineral-processing operator,8112
811211,Minerals milling machine operator,8112
811212,Silver precipitator,8112
811213,Splitting machine operator,8112
811214,Stone cutting or processing machine operator,8112
811215,Stone machine operator,8112
811301,Artesian well driller,8113
811302,Bore sinker,8113
811303,Boring equipment operator,8113
811304,Derrick operator,8113
811305,Derrickman,8113
811306,Developmental driller,8113
811307,Directional driller,8113
811308,Drilling plant operator,8113
811309,Drilling rig operator,8113
811310,Oil or gas well driller,8113
811311,Power-tong operator,8113
811312,Toolpusher,8113
811313,Tourpusher,8113
811314,Well sinker,8113
811401,Cast-concrete products machine operator,8114
811402,Cast-stone products machine operator,8114
811403,Cement production plant operator,8114
811404,Concrete finishing machine operator,8114
811405,Concrete production machine operator,8114
811406,Concrete stone fabricator,8114
811407,Industrial diamond polishing machine operator,8114
811408,Mineral ore processing plant operator,8114
811409,Stone polishing machine operator,8114
811410,Stone products machine operator,8114
812101,Aluminum cutting machine operator,8121
812102,Annealer,8121
812103,Ladle pourer,8121
812104,Metal drawing machine operator,8121
812105,Metal extruding machine operator,8121
812106,Metal extrusion plant operator,8121
812107,Metal hardening furnace operator,8121
812108,Metal heat treating operator,8121
812109,Steel roller,8121
812201,Metal coating machine operator,8122
812202,Metal finishing machine operator,8122
812203,Metal painting machine operator,8122
812204,Metal plating machine operator,8122
812205,Metal polishing machine operator,8122
813101,Candle production machine operator,8131
813102,Chemical and related processes kiln operator,8131
813103,Explosive products machine operator,8131
813104,Pharmaceutical and toiletry products machine operators,8131
813201,Colored film developer,8132
813202,Darkroom technician,8132
813203,Enlarging machine operator,8132
813204,Photograph developing machine operator,8132
813205,Photograph enlarger,8132
813206,Photograph printer,8132
813207,Photographic film machine operator,8132
813208,Photographic film printer,8132
813209,Photographic plate production machine operator,8132
813210,Photographic processor,8132
814101,Latex worker,8141
814102,Rubber extruding machine operator,8141
814103,Rubber milling machine operator,8141
814104,Rubber molder,8141
814105,Rubber products machine operator,8141
814106,Tire maker,8141
814107,Tire production machine operator,8141
814108,Tire repairer,8141
814109,Vulcanizer,8141
814201,Optic fiber drawer,8142
814202,Plastic cable making machine operator,8142
814203,Plastic extrusion machine operator,8142
814204,Plastic grinding machine operator,8142
814205,Plastic molder,8142
814206,Plastic products machine operator,8142
814207,Plastics boat builder,8142
814208,Plastics bottle blowing machine operator,8142
814209,Plastics laminated press operator,8142
814210,Plastics molding machine operator,8142
814301,Cardboard products machine operator,8143
814302,Envelope and paper bag production machine operator,8143
814303,Paper box production machine operator,8143
814304,Paper maché molder,8143
814305,Paper products machine operator,8143
815101,Fiber combining machine operator,8151
815102,Fiber preparing machine operator,8151
815103,Synthetic fiber spinning machine operator,8151
815104,Textile fiber drawing-frame machine operator,8151
815105,Thread and yarn spinning machine operator,8151
815106,Thread and yarn twisting machine operator,8151
815107,Thread and yarn winding machine operator,8151
815201,Carpet weaving machine operator,8152
815202,Crocheting machine operator,8152
815203,Jacquard card cutter,8152
815204,Knitting machine operator,8152
815205,Knitting-machine setter,8152
815206,Lace production machine operator,8152
815207,Loom threading machine operator,8152
815208,Net production machine operator,8152
815209,Warping beam machine operator,8152
815210,Weaving machine operator,8152
815301,Embroidery machine operator,8153
815302,Sewing machine operator,8153
815401,Bleaching machine operator,8154
815402,Dyeing machine operator,8154
815403,Fabric bleaching machine operator,8154
815404,Textile dyeing machine operator,8154
815405,Textile fulling-mill operator,8154
815406,Textile shrinking machine operator,8154
815501,Hide dehairing machine operator,8155
815502,Leather staining machine operator,8155
815503,Tanning machine operator,8155
815601,Footwear production machine operator,8156
815602,Leather goods production machine operator,8156
815603,Shoe production machine operator,8156
815701,Dry-cleaning machine operator,8157
815702,Laundry machine operator,8157
815703,Laundry pressing machine operator,8157
815901,Braid making machine operator,8159
815902,Fur patternmaking machine operator,8159
815903,Hat blocking machine operator,8159
815904,Hat making machine operator,8159
815905,Tent making machine operator,8159
815906,Textile patternmaking machine operator,8159
816001,Bakery products machine operator,8160
816002,Bread production machine operator,8160
816003,Chocolate production machine operator,8160
816004,Cigar production machine operator,8160
816005,Cigarettes production machine operator,8160
816006,Dairy products machine operator,8160
816007,Fish processing machine operator,8160
816008,Meat processing machine operator,8160
816009,Milk processing machine operator,8160
816010,Noodle production machine operator,8160
816011,Sugarcane processing machine operator,8160
816012,Tobacco processing machine operator,8160
817101,Paper pulp beater operator,8171
817102,Paper pulp digester operator,8171
817103,Papermaking plant operator,8171
817104,Pulp and paper calendar operator,8171
817105,Pulp and paper grinder operator,8171
817106,Pulp and paper sheeter operator,8171
817107,Repulper operator,8171
817108,Wood grinding machine operator,8171
817201,Circular saw operator,8172
817202,Edge sawyer,8172
817203,Log cut-off operator,8172
817204,Plywood core laying machine operator,8172
817205,Plywood press operator,8172
817206,Sawmill operator,8172
817207,Sawmill planer operator,8172
817208,Sawmill sawyer,8172
817209,Sawmill trimmer operator,8172
817210,Veneer cutting lathe operator,8172
817211,Veneer lathe operator,8172
817212,Wood processing plant sawyer,8172
818101,Brick kiln operator,8181
818102,Ceramics kiln operator,8181
818103,Ceramics painting machine operator,8181
818104,Ceramics production machine operator,8181
818105,Clay mixing machine operator,8181
818106,Clay slips production machine operator,8181
818107,Extruding clay press operator,8181
818108,Float-glass bath kiln operator,8181
818109,Glass blowing machine operator,8181
818110,Glass cutting machine operator,8181
818111,Glass finishing machine operator,8181
818112,Glass mixing machine operator,8181
818113,Glass production furnace operator,8181
818114,Glass production furnace operator,8181
818115,Glass-fiber production machine operator,8181
818116,Glaze production machine operator,8181
818117,Plate-glass rolling machine operator,8181
818118,Pottery kiln operator,8181
818119,Tile kiln operator,8181
818201,Boiler plant fireman,8182
818202,Boiler tender,8182
818203,Ships' boiler operator,8182
818204,Stationary engineer,8182
818205,Steam boiler plant operator,8182
818206,Steam engine operator,8182
818207,Stoker,8182
818301,Bottle filler,8183
818302,Bottling machine operator,8183
818303,Canning machine operator,8183
818304,Labelling machine operator,8183
818305,Packing machine operator,8183
818306,Wrapping machine operator,8183
818901,Cable and rope splicing machine operator,8189
818902,Silicon chip production machine operator,8189
821101,Agricultural machinery assembler,8211
821102,Aircraft assembler,8211
821103,Aircraft assembly-line machine operator,8211
821104,Automotive assembly-line machine operator,8211
821105,Engine assembler,8211
821106,Engine installer,8211
821107,Gearbox assembler,8211
821108,Industrial machinery assembler,8211
821109,Truck bench fitter,8211
821110,Turbine assembler,8211
821111,Vehicle assembler,8211
821201,Armature assembler,8212
821202,Coil winding machine operator,8212
821203,Electrical assembler,8212
821204,Electrical equipment assembler,8212
821205,Electromechanical equipment assembler,8212
821206,Electronic equipment assembler,8212
821207,Printed circuit board etcher,8212
821208,Telephone assembler,8212
821209,Television assembler,8212
821210,Watch assembler,8212
821901,Ammunition assembler,8219
821902,Bicycle assembler,8219
821903,Box builder,8219
