code,title,unit_code
311706,Oil and gas wells acidizer,3117
311707,Petroleum and natural gas extraction technician,3117
311801,Draftsman,3118
311802,"Draftsman, architectural",3118
311803,"Draftsman, cartographical",3118
311804,"Draftsman, electrical",3118
311805,"Draftsman, engineering/civil",3118
311806,"Draftsman, hydrographic",3118
311807,"Draftsman, lithographic",3118
311808,"Draftsman, marine",3118
311809,"Draftsman, mechanical",3118
311810,"Draftsman, structural",3118
311811,Technical illustrator,3118
311901,Electric vehicle (EV) test technician,3119
311902,Fire investigator,3119
311903,Forensic science technician,3119
311904,Health physics technician,3119
311905,Industrial efficiency engineering technician,3119
311906,Instrument technician,3119
311907,Motor vehicle inspection system (MVIS) electric vehicle (EV) testing specialist,3119
311908,Production engineering technician,3119
311909,Quality control technician,3119
311910,Quantity surveying technician,3119
311911,Robotics technician,3119
311912,Test technician,3119
311913,Time and motion study technician,3119
312101,Mine deputy,3121
312102,Mine foreman,3121
312103,Mine supervisor,3121
312104,Mine under-manager,3121
312105,Quarry supervisor,3121
312201,"Area coordinator, manufacturing",3122
312202,Assembly supervisor,3122
312203,Finishing supervisor,3122
312204,Production line leader,3122
312205,"Production supervisor, manufacturing",3122
312301,Building construction supervisor,3123
312302,Construction foreman,3123
312303,"Site manager, construction",3123
313101,Distribution control operator,3131
313102,Electric power plant operator,3131
313103,Generating station operator,3131
313104,Hydroelectric power plant operator,3131
313105,Nuclear power plant operator,3131
313106,Power system operator,3131
313107,Renewable energy plant operator,3131
313108,Solar power plant operator,3131
313201,Incinerator operator,3132
313202,Liquid waste process operator,3132
313203,Pumping-station operator,3132
313204,Sewage plant operator,3132
313205,Wastewater operator,3132
313206,Water treatment plant operator,3132
313301,Chemical filtering and separating equipment operator,3133
313302,Chemical heat treating plant operator,3133
313303,Chemical process technician,3133
313304,Chemical still and reactor operator,3133
313401,Gas plant operator,3134
313402,Paraffin plant operator,3134
313403,Petroleum and natural gas refining blender operator,3134
313404,Petroleum and natural gas refining still operator,3134
313405,Petroleum process operator,3134
313406,Refinery process technician,3134
313501,Blast furnace operator,3135
313502,Casting metal machine operator,3135
313503,Central control caster,3135
313504,Metal melting furnace operator,3135
313505,Metal processing control operator,3135
313506,Rolling mill control operator,3135
313901,Automated assembly line operator,3139
313902,Industrial robot controller,3139
313903,Paper and pulp panel board operator,3139
313904,Paper pulp refinery operator,3139
313905,Pulping control operator,3139
313906,Pulping technician,3139
314101,Bacteriology technician,3141
314102,Biochemistry technician,3141
314103,Herbarium technician,3141
314104,Pharmacology technician,3141
314105,Serology technician,3141
314106,Tissue culture technician,3141
314107,Zoology technician,3141
314201,Agronomy technician,3142
314202,Aquaculture technician,3142
314203,Dairy technician,3142
314204,Farm demonstrator,3142
314205,Field crop technician,3142
314206,Fishery technician,3142
314207,Herd tester,3142
314208,Horticultural technician,3142
314209,Orchard technician,3142
314210,Pest control technician,3142
314211,Plant propagation technician,3142
314212,Poultry technician,3142
314213,Prawn farm technician,3142
314214,Rice farm technician,3142
314215,Soil technician,3142
314216,Sugar farm technician,3142
314301,Forestry technician,3143
314302,Silviculture technician,3143
315101,Chief ship engineer,3151
315102,Marine technical superintendent,3151
315201,Deck cadet,3152
315202,Inland waterways ship master,3152
315203,Marine deck superintendent,3152
315204,Sea ship captain,3152
315205,Sea ship master,3152
315206,Ship chief mate,3152
315207,Ship navigation officer,3152
315208,Ship pilot,3152
315209,Shipping operations officer,3152
315210,Yacht skipper,3152
315301,Aerial crop sprayer,3153
315302,Aircraft maintenance officer,3153
315303,Aircraft pilot,3153
315304,Aircraft pilot,3153
315305,Astronaut,3153
315306,Flight engineer,3153
315307,Flight navigator,3153
315308,Flying instructor,3153
315309,Helicopter pilot,3153
315401,Airways communicator,3154
315402,Control tower officer,3154
315403,Control tower radio operator,3154
315404,Flight control tower operator,3154
315405,Flight radio operator,3154
315501,Air traffic safety engineer,3155
315502,Air traffic safety technician,3155
315503,Airfield power technician,3155
315504,Ground signaling technician,3155
321101,Cobalt machine technician,3211
321102,Computed Tomography (CT) scan technologist,3211
321103,Diagnostic medical radiographer,3211
321104,Dialysis machine technician,3211
321105,Electrocardiographic equipment technician,3211
321106,Electroencephalographic equipment technician,3211
321107,Endoscopic microscopy technician,3211
321108,Mammographer,3211
321109,Medical radiation therapist,3211
321110,Medical scanning equipment technician,3211
321111,Medical ultrasound machine technician,3211
321112,Medical x-ray equipment technician,3211
321113,Nuclear medicine technologist,3211
321114,Radiographer,3211
321115,Radiology technician,3211
321116,Sonographer,3211
321201,Biological laboratory technician,3212
321202,Biomedical technician,3212
321203,Blood-bank technician,3212
321204,Cytology technician,3212
321205,Medical laboratory technician,3212
321206,Pathology laboratory technician,3212
321301,Dispensing technician,3213
321302,Pharmaceutical assistant,3213
321303,Pharmaceutical technician,3213
321401,Dental mechanic,3214
321402,Dental technician,3214
321403,Denturist,3214
321404,Orthodontic technician,3214
321405,Orthopedic appliance maker,3214
321406,Orthotic technician,3214
321407,Orthotist,3214
321408,Prosthetic technician,3214
321409,Prosthetist,3214
322101,Assistant nurse,3221
322102,Associate professional nurse,3221
322201,Assistant midwife,3222
322202,Traditional midwife,3222
323001,Acupuncture technician,3230
323002,Ayurvedic technician,3230
323003,Bonesetter,3230
323004,Drugless treatment healer,3230
323005,Healer of indigenous people (e.g. Mansi-bok (Ibaloi),3230
323006,Mansip-ok  (Kankana-ey) in Cordilleras),3230
323007,Herbalist,3230
323008,Homeopathy technician,3230
323009,Scraping and cupping therapist,3230
323010,Village healer,3230
323011,Witch doctor,3230
324001,Artificial inseminator,3240
324002,Veterinary assistant,3240
324003,Veterinary laboratory technician,3240
324004,Veterinary nurse,3240
324005,Veterinary vaccinator,3240
325101,Dental assistant,3251
325102,Dental hygienist,3251
325103,Dental therapist,3251
325201,Clinical coder,3252
325202,Contact tracer,3252
325203,Disease registry technician,3252
325204,Health information clerk,3252
325205,Medical records analyst,3252
325206,Medical records clerk,3252
325207,Medical records technician,3252
325208,Medical records unit supervisor,3252
325301,Community health aide,3253
325302,Community health promoter,3253
325303,Community health worker,3253
325304,Village health worker,3253
325401,Contact lens optician,3254
325402,Contact lens technician,3254
325403,Optical technician,3254
325501,Acupressure therapist,3255
325502,Electrotherapist,3255
325503,Hydrotherapist,3255
325504,Massage therapist,3255
325505,Physical rehabilitation technician,3255
325506,Physiotherapy assistant,3255
325507,Physiotherapy technician,3255
325508,Shiatsu therapist,3255
325601,Clinical assistant,3256
325602,Medical assistant,3256
325603,Ophthalmic assistant,3256
325701,Charging safety officer,3257
325702,Electric vehicle (EV) fleet and depot safety officer,3257
325703,Environmental sanitation inspector,3257
325704,Food sanitation and safety inspector,3257
325705,Health inspector,3257
325706,Occupational health and safety inspector,3257
325707,Pollution control associate,3257
325708,Pollution inspector,3257
325709,Pollution inspector,3257
325710,Product safety inspector,3257
325711,Safety and health inspector,3257
325712,Sanitarian,3257
325713,Sanitary inspector,3257
325714,Zoning inspector,3257
325801,Ambulance officer,3258
325802,Ambulance paramedic,3258
325803,Emergency medical technician,3258
325804,Emergency paramedic,3258
325805,Medical emergency service personnel,3258
325901,Anesthesia technician,3259
325902,Family planning counselor,3259
325903,Human immunodeficiency virus (HIV) Counselor,3259
325904,Occupational therapy technician,3259
325905,Respiratory therapy technician,3259
331101,Crypto currency trader,3311
331102,Foreign exchange broker,3311
331103,Foreign exchange dealer,3311
331104,Securities broker,3311
331105,Securities salesperson,3311
331106,Stocks and shares broker,3311
331201,Credit analyst,3312
331202,Credit union officer,3312
331203,Loans officer,3312
331204,Mortgage officer,3312
331301,Accounting assistant,3313
331302,Accounting officer,3313
331303,Accounting technician,3313
331304,Associate auditor,3313
331305,Audit assistant,3313
331306,Bank reconciliation assistant,3313
331307,Bookkeeper,3313
331401,Actuarial assistant,3314
331402,Mathematical assistant,3314
331403,Statistical assistant,3314
331501,Appraiser,3315
331502,Claims assessor,3315
331503,Claims inspector,3315
331504,Insurance assessor,3315
331505,Jewelry appraiser,3315
331506,Real estate appraiser,3315
331507,Valuer,3315
332101,Assistant underwriter,3321
332102,Insurance adviser,3321
332103,Insurance agent,3321
332104,Insurance broker,3321
332105,Insurance dealer,3321
332106,Insurance underwriter,3321
332201,After-sale service adviser,3322
332202,Canvasser,3322
332203,Commercial sales agent,3322
332204,Commercial traveler,3322
332205,Franchise relation officer,3322
332206,Manufacturing sales agent,3322
332207,Manufacturing sales consultant,3322
332301,Procurement officer,3323
332302,Purchasing agent,3323
332303,Purchasing merchandiser,3323
332304,Purchasing officer,3323
332401,Commodities broker,3324
332402,Commodity futures dealer,3324
332403,Shipping broker,3324
332404,Trade broker,3324
333201,Conference and event organizer,3332
333202,Conference planner,3332
333203,Events coordinator,3332
333204,Wedding planner,3332
333301,Employment agent,3333
333302,Job placement officer,3333
333303,Labor contractor,3333
333401,Property manager,3334
333402,Real estate broker,3334
333403,Real estate salesperson,3334
333404,Realtor,3334
333901,Advertising salesperson,3339
333902,Auctioneer,3339
333903,Business services salesperson,3339
333904,Literary agent,3339
333905,Musical performance agent,3339
333906,Sports agent,3339
333907,Theatrical agent,3339
333908,Tour operator,3339
334101,Clerical supervisor,3341
334102,Data entry supervisor,3341
334103,Filing clerks supervisor,3341
334104,Personnel clerks supervisor,3341
334201,Legal practice manager,3342
334202,Legal secretary,3342
334301,Administrative assistant,3343
334302,Administrative secretary,3343
334303,Committee secretary,3343
334304,Correspondence assistant,3343
334305,Court reporter,3343
334306,Executive assistant,3343
334307,Executive secretary,3343
334308,Personal assistant,3343
334401,Dental secretary,3344
334402,Hospital ward secretary,3344
334403,Medical insurance billing secretary,3344
334404,Medical office administrative assistant,3344
334405,Medical practice manager,3344
334406,Medical secretary,3344
334407,Medical stenographer,3344
334408,Medical transcriptionist,3344
334409,Pathology secretary,3344
334410,Patient care secretary,3344
335101,Border inspector,3351
335102,Customs inspector,3351
335103,Customs officer,3351
335104,Immigration officer,3351
335105,Passport checking officer,3351
335201,Excise officer,3352
335202,Tax collector,3352
335203,Tax examiner,3352
335204,Tax officer,3352
335205,Taxation inspector,3352
335301,Pensions officer,3353
335302,Social benefits officer,3353
335303,Social insurance officer,3353
335304,Social security claims officer,3353
335401,Building permit licensing officer,3354
335402,Business permit licensing officer,3354
335403,Licensing officer,3354
335404,Passport issuing officer,3354
335501,Police detective,3355
335502,Police inquiry agent,3355
335503,Police inspector,3355
335504,Police intelligence agent,3355
335505,Police investigator,3355
335901,Agricultural inspector,3359
335902,Fisheries inspector,3359
335903,Forest concession guard,3359
335904,Forestry inspector,3359
335905,Land management inspector,3359
335906,Market inspector,3359
335907,Prices inspector,3359
335908,Public services inspector,3359
335909,Wage inspector,3359
335910,Weights and measures inspector,3359
341101,Bailiff,3411
341102,Clerk of court/judge/law,3411
341103,Court clerk,3411
341104,Judge's clerk,3411
341105,Justice of the peace,3411
341106,Law clerk,3411
341107,Legal assistant,3411
341108,Paralegal,3411
341109,Private detective,3411
341110,Private investigator,3411
341111,Title searcher,3411
341201,Barangay affairs worker,3412
341202,Community development worker,3412
341203,Community service worker,3412
341204,Crisis intervention worker,3412
341205,Culture center worker assistant,3412
341206,Daycare worker,3412
341207,Disability services officer,3412
341208,Family service worker,3412
341209,Life skills instructor,3412
341210,Mental health support worker,3412
341211,Outreach project worker,3412
341212,Relief and rehabilitation worker,3412
341213,Social welfare aide,3412
341214,Social welfare assistant,3412
341215,Welfare support worker,3412
341216,Welfare worker,3412
341217,Women's shelter supervisor,3412
341218,Youth development assistant,3412
341219,Youth services worker,3412
341301,Catechist,3413
341302,Faith healer,3413
341303,Lay evangelist,3413
341304,Lay minister,3413
341305,Lay preacher,3413
341306,Monk,3413
341307,Nun,3413
341308,Parish workers,3413
341309,Religious workers,3413
341310,"Tribal Ritualists (e.g. Mambunong, Mumbaki, Mabaki, Mensapo and Anituwan in Cordilleras)",3413
342201,Referee,3422
342202,Sports coach,3422
342203,Sports instructor,3422
342204,Sports official,3422
342205,Sports trainer,3422
342301,Aerobics instructor,3423
342302,Fitness instructor,3423
342303,Horse riding instructor,3423
342304,Outdoor adventure guide,3423
342305,Personal trainer,3423
342306,Pilates instructor,3423
342307,Sailing instructor,3423
342308,Underwater diving instructor,3423
342309,Zumba instructor,3423
342401,Esport coaches,3424
342402,Esport players,3424
343101,Aerial photographer,3431
343102,Commercial photographer,3431
343103,Industrial photographer,3431
343104,News photographer,3431
343105,Photojournalist,3431
343106,Portrait photographer,3431
343107,Scientific photographer,3431
343201,Building designer and decorator,3432
343202,Display decorator,3432
343203,Display designer,3432
343204,Interior decorator,3432
343205,Interior designer,3432
343206,Set designer,3432
343207,Visual merchandiser,3432
343208,Window dresser,3432
343301,Curatorial technician,3433
343302,Gallery technician,3433
343303,Library technician,3433
343304,Museum technician,3433
343305,Taxidermist,3433
343401,Executive chef,3434
343402,Head chef,3434
343403,Pastry chef (pâtissier),3434
343404,Saucier,3434
343405,Sous-chef,3434
343501,Body artist,3435
343502,Broadcasting floor manager,3435
343503,Broadcasting program coordinator,3435
343504,Broadcasting property master,3435
343505,Extra,3435
343506,Lighting technician,3435
343507,Prompter,3435
343508,Special effects technician,3435
343509,Stage manager,3435
343510,Stage technician,3435
343511,Stunt artist,3435
343512,Stunt coordinator,3435
343513,Tattoo artist,3435
343514,Theater technician,3435
343515,Theatrical dresser,3435
351101,Computer aided design (CAD) operator,3511
351102,Computer maintenance specialist,3511
351103,Computer maintenance technologist,3511
351104,Computer operator,3511
351105,Computer peripheral equipment operator,3511
351106,Electronic data processing operator,3511
351107,High-speed computer printer operator,3511
351201,Computer database assistant,3512
351202,Computer engineering assistant,3512
351203,Computer help desk operator,3512
351204,Computer programming assistant,3512
351205,Computer systems analysis assistant,3512
351206,Electronic data processing assistant,3512
351207,ICT communications assistant,3512
351301,Computer network technician,3513
351302,Network support technician,3513
351401,Webmaster,3514
351402,Website administrator,3514
351403,Website technician,3514
352101,Audiovisual operator,3521
352102,Broadcasting equipment operator,3521
352103,Broadcasting technician,3521
352104,Camera control unit technician,3521
352105,Camera operator,3521
352106,CCTV operator,3521
352107,Cinema projectionist,3521
352108,Media production assistant,3521
352109,Motion picture camera operator,3521
352110,Radio broadcasting equipment operator,3521
352111,Radio communication technician,3521
352112,Radio operator,3521
352113,Radio production technician,3521
352114,Sound technician,3521
352115,Transmitting equipment operator,3521
352116,TV broadcasting equipment operator,3521
352117,Video camera operator,3521
352118,Video camera technician,3521
352201,Satellite communication engineering technician,3522
352202,Telecommunications engineering technician,3522
352203,Telephone engineering technician,3522
411001,Document receiving clerk,4110
411002,Laboratory office clerk,4110
411003,Livelihood office clerk,4110
411004,Office clerk,4110
411005,Office maintenance clerk,4110
411006,Office record clerk,4110
411007,Office records filing clerk,4110
411008,Registrar clerk,4110
412001,Marketing secretary,4120
412002,Office secretary,4120
412003,Parish secretary,4120
412004,Sales secretary,4120
412005,Secretary,4120
412006,Typing secretary,4120
412007,Word processing secretary,4120
413101,Shorthand typist,4131
413102,Stenographer,4131
413103,Typing stenographer,4131
413104,Typist,4131
413105,Word processing clerk,4131
413106,Word processor,4131
413201,Computer clerk,4132
413202,Computer data encoder,4132
413203,Data encoder,4132
413204,Data encoder clerk,4132
413205,Data entry operator,4132
413206,Data input clerk,4132
413207,Encoder clerk,4132
413208,Payment entry clerk,4132
421101,Bank cashier,4211
421102,Bank clerk,4211
421103,Bank teller,4211
421104,Money changer,4211
421105,Post office counter clerk,4211
421201,Bet collector,4212
421202,Bookmaker,4212
421203,Card dealer,4212
421204,Croupier,4212
421205,Gaming dealer,4212
421301,Loan clerk,4213
421302,Loan processor,4213
421303,Mortgage clerk,4213
421401,Bill and account collector,4214
421402,Charity collector,4214
421403,Credit collection clerk,4214
421404,Credit collector,4214
421405,Debt collector,4214
421406,Lending collector,4214
421407,Payment collection agent,4214
421408,Rent collector,4214
422101,Airline ticket agent,4221
422102,Check-in attendant,4221
422103,Tourism information clerk,4221
422104,Tourism information counselor,4221
422105,Travel agency clerk,4221
422106,Travel agent,4221
422107,Travel clerk,4221
422108,Travel consultant,4221
422109,Travel counselor,4221
422110,Travel desk clerk,4221
422111,Travel ticket issuing clerk,4221
422201,Call center agent,4222
422202,Call center assistant,4222
422203,Call center representative,4222
422204,Chat support agent,4222
422205,Chat support representatives,4222
422206,Customer contact center information clerk,4222
422207,Customer service call center assistant,4222
422208,Customer service call center associate,4222
422209,Customer service representative,4222
422210,Telephone service representative,4222
422301,Answering service operator,4223
422302,Communication telephone operator,4223
422303,Telephone operator,4223
422304,Telephone switchboard operator,4223
422501,Counter inquiries clerk,4225
422502,Information clerk,4225
422503,Reservation inquiries clerk,4225
422601,Medical office receptionist,4226
422602,Medical receptionist,4226
422603,Receptionist,4226
422701,Data enumerator clerk,4227
422702,Enumerator,4227
422703,Enumerator clerk,4227
422704,Market research interviewer,4227
422705,Public opinion interviewer,4227
422706,Survey interviewer,4227
422901,Admissions clerk,4229
422902,Eligibility interviewer,4229
422903,Eligibility specialist,4229
422904,Hospital admissions clerk,4229
431101,Account-information clerk,4311
431102,Accounting clerk,4311
431103,Accounting sales clerk,4311
431104,Accounting staff,4311
431105,Accounts clerk,4311
431106,Bookkeeping clerk,4311
431107,Cost computing clerk,4311
431201,Actuarial clerk,4312
431202,Brokerage clerk,4312
431203,Finance clerk,4312
431204,Insurance clerk,4312
431205,Mortgage clerk,4312
431206,Securities clerk,4312
431207,Statistical clerk,4312
431208,Statistician aide,4312
431209,Tax clerk,4312
431210,Treasury clerk,4312
431301,Payroll and timekeeping specialist,4313
431302,Payroll clerk,4313
431303,Wages clerk,4313
432101,Cargo clerk,4321
432102,Demurrage clerk,4321
432103,Freight clerk,4321
432104,Inventory clerk,4321
432105,Stock checker clerk,4321
432106,Stock controller clerk,4321
432107,Stock custodian,4321
432108,Stock dispatch clerk,4321
432109,Storekeeper clerk,4321
432110,Storeroom clerk,4321
432111,Supply checker clerk,4321
432112,Warehouse checker,4321
432113,Warehouse clerk,4321
432114,Warehouse dispatcher,4321
432115,Warehouse man,4321
432116,Weighing clerk,4321
432201,Material control and handling clerk,4322
432202,Materials order clerk,4322
432203,Materials processing and control clerk,4322
432204,Materials schedule clerk,4322
432205,Production clerk,4322
432301,Aircraft clerical dispatcher,4323
432302,Incoming-freight clerk,4323
432303,Ship boarding clerical inspector,4323
432304,Train clerical dispatcher,4323
432305,Transport service clerical controller,4323
432306,Transport service clerical dispatcher,4323
441101,Librarian aide,4411
441102,Library assistant,4411
441103,Library clerk,4411
441104,Library filer,4411
441201,Mail clerk,4412
441202,Mail courier,4412
441203,Mail dispatch clerk,4412
441204,Mail messenger,4412
441205,Mail sorting clerk,4412
441206,Post carrier,4412
441207,Postal clerk,4412
441208,Postman,4412
441301,Coding clerk,4413
441302,Proofreading clerk,4413
441501,Copying clerk,4415
441502,Filing clerk,4415
441601,Employee benefits service clerk,4416
441602,Employee data management clerk,4416
441603,Employment clerk,4416
441604,Human resource assistant,4416
441605,Human resource clerk,4416
441606,Recruitment clerk,4416
441901,Advertising clerk,4419
441902,Correspondence clerk,4419
441903,Directory compiler,4419
441904,Press clipper,4419
441905,Publication clerk,4419
511101,Aircraft cabin attendant,5111
511102,Airline steward,5111
511103,Cabin attendant,5111
511104,Flight attendant,5111
511105,Flight steward,5111
511106,Ship's steward,5111
511201,Bus conductor,5112
511202,Cable car conductor,5112
511203,Jeepney conductor,5112
511204,Passenger car conductor,5112
511205,Public transport ticket inspector,5112
511206,Train conductor,5112
511301,Art gallery guide,5113
511302,Mountaineering guide,5113
511303,Museum guide,5113
511304,Recreational attendant,5113
511305,Sightseeing guide,5113
511306,Tour escort,5113
511307,Tourist guide,5113
512001,Cook,5120
512002,Head cook,5120
512003,Preserving cook,5120
512004,Private service cook,5120
512005,Shipcook,5120
513101,Back waiter,5131
513102,Food attendant,5131
513103,Food server,5131
513104,General waiter,5131
513105,Sommelier,5131
513106,Waitress,5131
513201,Barista,5132
513202,Barkeeper,5132
513203,Barmaid,5132
514101,Barber,5141
514102,Hair care specialist,5141
514103,Hair beautician,5141
514104,Hair colorist,5141
514105,Hair preparer,5141
514106,Hairstylist,5141
514201,Assistant beautician,5142
514202,Bath attendant,5142
514203,Beautician,5142
514204,Beauty consultant,5142
514205,Cosmetologist,5142
514206,Make-up artist,5142
514207,Manicurist,5142
514208,Mortuary beautician,5142
514209,Nail technician,5142
514210,Pedicurist,5142
514211,Slimming consultant,5142
515101,Cleaning supervisor,5151
515102,Hospital housekeeper,5151
515103,Hotel housekeeper,5151
515104,Hotel housekeeping attendant,5151
515105,Housekeeping matron,5151
515106,Housekeeping supervisor,5151
515201,Bed and breakfast operator,5152
515202,Butler,5152
515203,Domestic housekeeper,5152
515204,House steward,5152
515301,Caretaker,5153
515302,Building concierge,5153
515303,Dorm caretaker,5153
515304,Lighthouse keeper,5153
515305,Property caretaker,5153
515306,Resort caretaker,5153
515307,Skilled janitor,5153
516101,Astrologer,5161
516102,Feng shui master,5161
516103,Fortune teller,5161
516104,Numerologist,5161
516105,Palmist,5161
516106,Paranormal expert,5161
516107,Psychic reader,5161
516108,Tarot reader,5161
516201,Chaperon,5162
516202,Companion,5162
516203,Personal maid,5162
516204,Resident care companion,5162
516205,Valet,5162
516301,Cremator,5163
516302,Funeral undertaker,5163
516303,Grave digger,5163
516304,Sepulturero,5163
516401,Animal attendant,5164
516402,Animal keeper,5164
516403,Animal trainer,5164
516404,Dog breeder,5164
516405,Dog trainer,5164
516406,Horse breaker,5164
516407,Veterinary aide,5164
516408,Zookeeper,5164
516501,Driving instructor,5165
516502,Motorcycle driving instructor,5165
516901,Club hostess,5169
516902,Dancing partner,5169
516903,Escort,5169
516904,Hostess,5169
516905,Social escort,5169
516906,Usher,5169
516907,Usherette,5169
521101,Kiosk salesperson,5211
521102,Market salesperson,5211
521103,Market stallholder,5211
521104,Market vendor,5211
521105,Stall salesperson,5211
521106,Street stall sales assistant,5211
521107,Street stall salesperson,5211
521201,Food hawker,5212
521202,Street food vendor,5212
522101,Grocer,5221
522102,Newsagent,5221
522103,Shopkeeper,5221
522104,Store keeper,5221
522201,Checkout supervisor,5222
522202,Shop supervisor,5222
522203,Store supervisor,5222
522204,Supermarket supervisor,5222
522301,Retail establishment salesperson,5223
522302,Sales clerk,5223
522303,Shop assistant,5223
522304,Store sales clerk,5223
522305,Wholesale establishment salesperson,5223
523001,Cash clerk,5230
523002,Cash register clerk,5230
523003,Cashier,5230
523004,Checkout operator,5230
523005,Service station cashier,5230
523006,Store cashier,5230
523007,Entertainment and sporting event ticket issuing clerk,5230
523008,Toll collector,5230
524101,Advertising model,5241
524102,Artist's model,5241
524103,Fashion model,5241
524201,Demonstrator,5242
524202,Product demonstrator,5242
524203,Promodizer,5242
524204,Sales merchandiser,5242
524301,Door-to-door sales representative,5243
524302,Party plan salesperson,5243
524401,Call center salesperson,5244
524402,Customer contact center salesperson,5244
524403,Sales and marketing call center agent,5244
524404,Telemarketer,5244
524405,Telemarketing agent,5244
524406,Telemarketing sales representative,5244
524407,Telemarketing salesperson,5244
524408,Telephone salesperson,5244
524501,Electric vehicle (EV) charging service attendant,5245
524502,Gas station attendant,5245
524503,Marina attendant,5245
524504,Service station attendant,5245
524601,Cafeteria counter attendant,5246
524602,Food counter attendant,5246
524603,Food service assistant,5246
524604,Salad bar attendant,5246
524901,Rental salesperson,5249
531101,Babysitter,5311
531102,Child care attendant,5311
531103,Child care provider,5311
531104,Child care staff,5311
531105,Child care worker,5311
531106,Creche ayah,5311
531107,Family day care worker,5311
531108,Nanny,5311
531201,Pre-school assistant,5312
531202,Teacher's assistant,5312
532101,Barangay health aide,5321
532102,Clinic or hospital birth assistant,5321
532103,Clinic or hospital nursing aide,5321
532104,Hospital attendant,5321
532105,Hospital nursing aide,5321
532106,Institution-based caregiver,5321
532107,Nursing attendant,5321
532108,Patient care assistant,5321
532109,Psychiatric aide,5321
532201,Home birth assistant,5322
532202,Home care aide,5322
532203,Home nursing aide,5322
532204,Home-based caregiver,5322
532205,Personal care provider,5322
532901,Dental aide,5329
532902,First aid assistant,5329
532903,First aid attendant,5329
532904,Hospital orderly,5329
532905,Medical imaging assistant,5329
532906,Pharmacy aide,5329
532907,Phlebotomist,5329
532908,Sterilization aide,5329
541101,Aircraft accidents firefighter,5411
541102,Firefighter,5411
541103,Fireman,5411
541104,Forest firefighter,5411
541201,Constable,5412
541202,Police patrol officer,5412
541203,Police patrolman,5412
541204,Policeman,5412
541301,Correctional guard,5413
541302,Jail guard,5413
541303,Prison guard,5413
541304,Prison warden,5413
541401,Aviation security guard,5414
541402,Bodyguard,5414
541403,Bouncer,5414
541404,Civilian guard,5414
541405,Customs gatekeeper,5414
541406,Doorkeeper,5414
541407,Gatekeeper,5414
541408,Guard patrol,5414
541409,Harbor patrol,5414
541410,Museum guard,5414
541411,Roving guard,5414
541412,Security agent,5414
541413,Security guard,5414
541414,Security officer,5414
541415,Security patrolman,5414
541416,Surveillance officer,5414
541417,Watchman,5414
541901,Animal control officer,5419
541902,Beach patrolman/patrolwoman,5419
541903,Coastguard,5419
541904,Crossing guard,5419
541905,Forest protection officer,5419
541906,Game warden,5419
541907,Lifeguard,5419
541908,Rescue service personnel,5419
541909,Traffic aide,5419
541910,Traffic enforcer,5419
541911,Traffic warden,5419
611101,"Irrigated, rice farmer",6111
611102,"Lowland, rice farmer",6111
611103,"Rainfed, rice farmer",6111
611104,"Upland, rice farmer",6111
611301,Cabbage farmer,6113
611302,Cassava farmer,6113
611303,Eggplant farmer,6113
611304,Gabi farmer,6113
611305,Mongo beans farmer,6113
611306,Peanut farmer,6113
611307,Pechay farmer,6113
611308,Roots vegetable farmer,6113
611309,Soybeans farmer,6113
611310,Sweet potato farmer,6113
611311,Tomato farmer,6113
611312,Ubi farmer,6113
611313,White potato (Irish potato) farmer,6113
611601,Abaca farmer,6116
611602,Achuete farmer,6116
611603,Black pepper farmer,6116
611604,Cotton farmer,6116
611605,Garlic/onion (and other spices) farmer,6116
611606,Jute farmer,6116
611607,Laurel farmer,6116
611608,Ramie farmer,6116
611609,Sisal farmer,6116
611610,Tobacco farmer,6116
611701,Banana farmer,6117
611702,Cacao farmer,6117
611703,Cashew nut farmer,6117
611704,Castañas farmer,6117
611705,Citrus farmer,6117
611706,Coffee farmer,6117
611707,Fruit farmer,6117
611708,Mango farmer,6117
611709,Pili nut farmer,6117
611710,Pineapple farmer,6117
611711,Rubber tapper,6117
611712,Rubber tree farmer,6117
611713,Tea farmer,6117
611714,Viticulturist,6117
611801,Bamboo shoot grower,6118
611802,Foliage propagator,6118
611803,Horticulturist,6118
611804,Landscape gardener,6118
611805,Market gardener,6118
611806,Mushroom cultivator,6118
611807,Orchid plant grower,6118
611808,Rose grower,6118
612101,Carabao farmer,6121
612102,Cattle farmer,6121
612103,Cattle herder,6121
612104,Drover,6121
612105,Goat farmer,6121
612106,Horse breeder,6121
612107,Livestock stockman,6121
612301,Egg collector,6123
612302,Egg hatcher,6123
612401,Chicken breeder,6124
612402,Chicken farmer,6124
612403,Chicken meat producer,6124
612404,"Poultry tender, chicken",6124
612501,Duck meat producer,6125
612502,Duck breeder,6125
612503,Duck farmer,6125
612504,"Poultry tender, duck",6125
612601,Poultry breeder (other than chicken and duck),6126
612602,Poultry farmer (other than chicken and duck),6126
612603,Poultry tender (other than chicken and duck),6126
612604,Quail farmer,6126
612605,Turkey farmer,6126
612701,Hog farmer,6127
612702,Hog raiser,6127
612703,Pig farmer,6127
612801,Apiary farmer (apiarist),6128
612802,Beekeeper,6128
612803,Beekeeping farmer,6128
612804,Silkworm farmer (sericulturist),6128
612901,Crocodile farmer,6129
612902,Earthworm farmer (vermiculturist),6129
612903,Fur farmer (non-domesticated animals),6129
612904,Game bird breeder,6129
612905,Game fowl raiser,6129
