code,name,province_code,type,is_independent
034916,Lupao,0349,municipality,False
034917,Science City of Muñoz,0349,component city,False
034918,Nampicuan,0349,municipality,False
034919,City of Palayan,0349,component city,False
034920,Pantabangan,0349,municipality,False
034921,Peñaranda,0349,municipality,False
034922,Quezon,0349,municipality,False
034923,Rizal,0349,municipality,False
034924,San Antonio,0349,municipality,False
034925,San Isidro,0349,municipality,False
034926,San Jose City,0349,component city,False
034927,San Leonardo,0349,municipality,False
034928,Santa Rosa,0349,municipality,False
034929,Santo Domingo,0349,municipality,False
034930,Talavera,0349,municipality,False
034931,Talugtug,0349,municipality,False
034932,Zaragoza,0349,municipality,False
035401,City of Angeles,0354,highly urbanized city,True
035402,Apalit,0354,municipality,False
035403,Arayat,0354,municipality,False
035404,Bacolor,0354,municipality,False
035405,Candaba,0354,municipality,False
035406,Floridablanca,0354,municipality,False
035407,Guagua,0354,municipality,False
035408,Lubao,0354,municipality,False
035409,Mabalacat City,0354,component city,False
035410,Macabebe,0354,municipality,False
035411,Magalang,0354,municipality,False
035412,Masantol,0354,municipality,False
035413,Mexico,0354,municipality,False
035414,Minalin,0354,municipality,False
035415,Porac,0354,municipality,False
035416,City of San Fernando,0354,component city,False
035417,San Luis,0354,municipality,False
035418,San Simon,0354,municipality,False
035419,Santa Ana,0354,municipality,False
035420,Santa Rita,0354,municipality,False
035421,Sto. Tomas,0354,municipality,False
035422,Sasmuan,0354,municipality,False
036901,Anao,0369,municipality,False
036902,Bamban,0369,municipality,False
036903,Camiling,0369,municipality,False
036904,Capas,0369,municipality,False
036905,Concepcion,0369,municipality,False
036906,Gerona,0369,municipality,False
036907,La Paz,0369,municipality,False
036908,Mayantoc,0369,municipality,False
036909,Moncada,0369,municipality,False
036910,Paniqui,0369,municipality,False
036911,Pura,0369,municipality,False
036912,Ramos,0369,municipality,False
036913,San Clemente,0369,municipality,False
036914,San Manuel,0369,municipality,False
036915,Santa Ignacia,0369,municipality,False
036916,City of Tarlac,0369,component city,False
036917,Victoria,0369,municipality,False
036918,San Jose,0369,municipality,False
037101,Botolan,0371,municipality,False
037102,Cabangan,0371,municipality,False
037103,Candelaria,0371,municipality,False
037104,Castillejos,0371,municipality,False
037105,Iba,0371,municipality,False
037106,Masinloc,0371,municipality,False
037107,City of Olongapo,0371,highly urbanized city,True
037108,Palauig,0371,municipality,False
037109,San Antonio,0371,municipality,False
037110,San Felipe,0371,municipality,False
037111,San Marcelino,0371,municipality,False
037112,San Narciso,0371,municipality,False
037113,Santa Cruz,0371,municipality,False
037114,Subic,0371,municipality,False
037701,Baler,0377,municipality,False
037702,Casiguran,0377,municipality,False
037703,Dilasag,0377,municipality,False
037704,Dinalungan,0377,municipality,False
037705,Dingalan,0377,municipality,False
037706,Dipaculao,0377,municipality,False
037707,Maria Aurora,0377,municipality,False
037708,San Luis,0377,municipality,False
041001,Agoncillo,0410,municipality,False
041002,Alitagtag,0410,municipality,False
041003,Balayan,0410,municipality,False
041004,Balete,0410,municipality,False
041005,Batangas City,0410,component city,False
041006,Bauan,0410,municipality,False
041007,City of Calaca,0410,component city,False
041008,Calatagan,0410,municipality,False
041009,Cuenca,0410,municipality,False
041010,Ibaan,0410,municipality,False
041011,Laurel,0410,municipality,False
041012,Lemery,0410,municipality,False
041013,Lian,0410,municipality,False
041014,City of Lipa,0410,component city,False
041015,Lobo,0410,municipality,False
041016,Mabini,0410,municipality,False
041017,Malvar,0410,municipality,False
041018,Mataasnakahoy,0410,municipality,False
041019,Nasugbu,0410,municipality,False
041020,Padre Garcia,0410,municipality,False
041021,Rosario,0410,municipality,False
041022,San Jose,0410,municipality,False
041023,San Juan,0410,municipality,False
041024,San Luis,0410,municipality,False
041025,San Nicolas,0410,municipality,False
041026,San Pascual,0410,municipality,False
041027,Santa Teresita,0410,municipality,False
041028,City of Sto. Tomas,0410,component city,False
041029,Taal,0410,municipality,False
041030,Talisay,0410,municipality,False
041031,City of Tanauan,0410,component city,False
041032,Taysan,0410,municipality,False
041033,Tingloy,0410,municipality,False
041034,Tuy,0410,municipality,False
042101,Alfonso,0421,municipality,False
042102,Amadeo,0421,municipality,False
042103,City of Bacoor,0421,component city,False
042104,City of Carmona,0421,component city,False
042105,City of Cavite,0421,component city,False
042106,City of Dasmariñas,0421,component city,False
042107,General Emilio Aguinaldo,0421,municipality,False
042108,City of General Trias,0421,component city,False
042109,City of Imus,0421,component city,False
042110,Indang,0421,municipality,False
042111,Kawit,0421,municipality,False
042112,Magallanes,0421,municipality,False
042113,Maragondon,0421,municipality,False
042114,Mendez,0421,municipality,False
042115,Naic,0421,municipality,False
042116,Noveleta,0421,municipality,False
042117,Rosario,0421,municipality,False
042118,Silang,0421,municipality,False
042119,City of Tagaytay,0421,component city,False
042120,Tanza,0421,municipality,False
042121,Ternate,0421,municipality,False
042122,City of Trece Martires,0421,component city,False
042123,Gen. Mariano Alvarez,0421,municipality,False
043401,Alaminos,0434,municipality,False
043402,Bay,0434,municipality,False
043403,City of Biñan,0434,component city,False
043404,City of Cabuyao,0434,component city,False
043405,City of Calamba,0434,component city,False
043406,Calauan,0434,municipality,False
043407,Cavinti,0434,municipality,False
043408,Famy,0434,municipality,False
043409,Kalayaan,0434,municipality,False
043410,Liliw,0434,municipality,False
043411,Los Baños,0434,municipality,False
043412,Luisiana,0434,municipality,False
043413,Lumban,0434,municipality,False
043414,Mabitac,0434,municipality,False
043415,Magdalena,0434,municipality,False
043416,Majayjay,0434,municipality,False
043417,Nagcarlan,0434,municipality,False
043418,Paete,0434,municipality,False
043419,Pagsanjan,0434,municipality,False
043420,Pakil,0434,municipality,False
043421,Pangil,0434,municipality,False
043422,Pila,0434,municipality,False
043423,Rizal,0434,municipality,False
043424,City of San Pablo,0434,component city,False
043425,City of San Pedro,0434,component city,False
043426,Santa Cruz,0434,municipality,False
043427,Santa Maria,0434,municipality,False
043428,City of Santa Rosa,0434,component city,False
043429,Siniloan,0434,municipality,False
043430,Victoria,0434,municipality,False
045601,Agdangan,0456,municipality,False
045602,Alabat,0456,municipality,False
045603,Atimonan,0456,municipality,False
045605,Buenavista,0456,municipality,False
045606,Burdeos,0456,municipality,False
045607,Calauag,0456,municipality,False
045608,Candelaria,0456,municipality,False
045610,Catanauan,0456,municipality,False
045615,Dolores,0456,municipality,False
045616,General Luna,0456,municipality,False
045617,General Nakar,0456,municipality,False
045618,Guinayangan,0456,municipality,False
045619,Gumaca,0456,municipality,False
045620,Infanta,0456,municipality,False
045621,Jomalig,0456,municipality,False
045622,Lopez,0456,municipality,False
045623,Lucban,0456,municipality,False
045624,City of Lucena,0456,highly urbanized city,True
045625,Macalelon,0456,municipality,False
045627,Mauban,0456,municipality,False
045628,Mulanay,0456,municipality,False
045629,Padre Burgos,0456,municipality,False
045630,Pagbilao,0456,municipality,False
045631,Panukulan,0456,municipality,False
045632,Patnanungan,0456,municipality,False
045633,Perez,0456,municipality,False
045634,Pitogo,0456,municipality,False
045635,Plaridel,0456,municipality,False
045636,Polillo,0456,municipality,False
045637,Quezon,0456,municipality,False
045638,Real,0456,municipality,False
045639,Sampaloc,0456,municipality,False
045640,San Andres,0456,municipality,False
045641,San Antonio,0456,municipality,False
045642,San Francisco,0456,municipality,False
045644,San Narciso,0456,municipality,False
045645,Sariaya,0456,municipality,False
045646,Tagkawayan,0456,municipality,False
045647,City of Tayabas,0456,component city,False
045648,Tiaong,0456,municipality,False
045649,Unisan,0456,municipality,False
045801,Angono,0458,municipality,False
045802,City of Antipolo,0458,component city,False
045803,Baras,0458,municipality,False
045804,Binangonan,0458,municipality,False
045805,Cainta,0458,municipality,False
045806,Cardona,0458,municipality,False
045807,Jala-Jala,0458,municipality,False
045808,Rodriguez,0458,municipality,False
045809,Morong,0458,municipality,False
045810,Pililla,0458,municipality,False
045811,San Mateo,0458,municipality,False
045812,Tanay,0458,municipality,False
045813,Taytay,0458,municipality,False
045814,Teresa,0458,municipality,False
050501,Bacacay,0505,municipality,False
050502,Camalig,0505,municipality,False
050503,Daraga,0505,municipality,False
050504,Guinobatan,0505,municipality,False
050505,Jovellar,0505,municipality,False
050506,City of Legazpi,0505,component city,False
050507,Libon,0505,municipality,False
050508,City of Ligao,0505,component city,False
050509,Malilipot,0505,municipality,False
050510,Malinao,0505,municipality,False
050511,Manito,0505,municipality,False
050512,Oas,0505,municipality,False
050513,Pio Duran,0505,municipality,False
050514,Polangui,0505,municipality,False
050515,Rapu-Rapu,0505,municipality,False
050516,Santo Domingo,0505,municipality,False
050517,City of Tabaco,0505,component city,False
050518,Tiwi,0505,municipality,False
051601,Basud,0516,municipality,False
051602,Capalonga,0516,municipality,False
051603,Daet,0516,municipality,False
051604,San Lorenzo Ruiz,0516,municipality,False
051605,Jose Panganiban,0516,municipality,False
051606,Labo,0516,municipality,False
051607,Mercedes,0516,municipality,False
051608,Paracale,0516,municipality,False
051609,San Vicente,0516,municipality,False
051610,Santa Elena,0516,municipality,False
051611,Talisay,0516,municipality,False
051612,Vinzons,0516,municipality,False
051701,Baao,0517,municipality,False
051702,Balatan,0517,municipality,False
051703,Bato,0517,municipality,False
051704,Bombon,0517,municipality,False
051705,Buhi,0517,municipality,False
051706,Bula,0517,municipality,False
051707,Cabusao,0517,municipality,False
051708,Calabanga,0517,municipality,False
051709,Camaligan,0517,municipality,False
051710,Canaman,0517,municipality,False
051711,Caramoan,0517,municipality,False
051712,Del Gallego,0517,municipality,False
051713,Gainza,0517,municipality,False
051714,Garchitorena,0517,municipality,False
051715,Goa,0517,municipality,False
051716,City of Iriga,0517,component city,False
051717,Lagonoy,0517,municipality,False
051718,Libmanan,0517,municipality,False
051719,Lupi,0517,municipality,False
051720,Magarao,0517,municipality,False
051721,Milaor,0517,municipality,False
051722,Minalabac,0517,municipality,False
051723,Nabua,0517,municipality,False
051724,City of Naga,0517,independent component city,True
051725,Ocampo,0517,municipality,False
051726,Pamplona,0517,municipality,False
051727,Pasacao,0517,municipality,False
051728,Pili,0517,municipality,False
051729,Presentacion,0517,municipality,False
051730,Ragay,0517,municipality,False
051731,Sagñay,0517,municipality,False
051732,San Fernando,0517,municipality,False
051733,San Jose,0517,municipality,False
051734,Sipocot,0517,municipality,False
051735,Siruma,0517,municipality,False
051736,Tigaon,0517,municipality,False
051737,Tinambac,0517,municipality,False
052001,Bagamanoc,0520,municipality,False
052002,Baras,0520,municipality,False
052003,Bato,0520,municipality,False
052004,Caramoran,0520,municipality,False
052005,Gigmoto,0520,municipality,False
052006,Pandan,0520,municipality,False
052007,Panganiban,0520,municipality,False
052008,San Andres,0520,municipality,False
052009,San Miguel,0520,municipality,False
052010,Viga,0520,municipality,False
052011,Virac,0520,municipality,False
054101,Aroroy,0541,municipality,False
054102,Baleno,0541,municipality,False
054103,Balud,0541,municipality,False
054104,Batuan,0541,municipality,False
054105,Cataingan,0541,municipality,False
054106,Cawayan,0541,municipality,False
054107,Claveria,0541,municipality,False
054108,Dimasalang,0541,municipality,False
054109,Esperanza,0541,municipality,False
054110,Mandaon,0541,municipality,False
054111,City of Masbate,0541,component city,False
054112,Milagros,0541,municipality,False
054113,Mobo,0541,municipality,False
054114,Monreal,0541,municipality,False
054115,Palanas,0541,municipality,False
054116,Pio V. Corpus,0541,municipality,False
054117,Placer,0541,municipality,False
054118,San Fernando,0541,municipality,False
054119,San Jacinto,0541,municipality,False
054120,San Pascual,0541,municipality,False
054121,Uson,0541,municipality,False
056202,Barcelona,0562,municipality,False
056203,Bulan,0562,municipality,False
056204,Bulusan,0562,municipality,False
056205,Casiguran,0562,municipality,False
056206,Castilla,0562,municipality,False
056207,Donsol,0562,municipality,False
056208,Gubat,0562,municipality,False
056209,Irosin,0562,municipality,False
056210,Juban,0562,municipality,False
056211,Magallanes,0562,municipality,False
056212,Matnog,0562,municipality,False
056213,Pilar,0562,municipality,False
056214,Prieto Diaz,0562,municipality,False
056215,Santa Magdalena,0562,municipality,False
056216,City of Sorsogon,0562,component city,False
060401,Altavas,0604,municipality,False
060402,Balete,0604,municipality,False
060403,Banga,0604,municipality,False
060404,Batan,0604,municipality,False
060405,Buruanga,0604,municipality,False
060406,Ibajay,0604,municipality,False
060407,Kalibo,0604,municipality,False
060408,Lezo,0604,municipality,False
060409,Libacao,0604,municipality,False
060410,Madalag,0604,municipality,False
060411,Makato,0604,municipality,False
060412,Malay,0604,municipality,False
060413,Malinao,0604,municipality,False
060414,Nabas,0604,municipality,False
060415,New Washington,0604,municipality,False
060416,Numancia,0604,municipality,False
060417,Tangalan,0604,municipality,False
060601,Anini-Y,0606,municipality,False
060602,Barbaza,0606,municipality,False
060603,Belison,0606,municipality,False
060604,Bugasong,0606,municipality,False
060605,Caluya,0606,municipality,False
060606,Culasi,0606,municipality,False
060607,Tobias Fornier,0606,municipality,False
060608,Hamtic,0606,municipality,False
060609,Laua-An,0606,municipality,False
060610,Libertad,0606,municipality,False
060611,Pandan,0606,municipality,False
060612,Patnongon,0606,municipality,False
060613,San Jose,0606,municipality,False
060614,San Remigio,0606,municipality,False
060615,Sebaste,0606,municipality,False
060616,Sibalom,0606,municipality,False
060617,Tibiao,0606,municipality,False
060618,Valderrama,0606,municipality,False
061901,Cuartero,0619,municipality,False
061902,Dao,0619,municipality,False
061903,Dumalag,0619,municipality,False
061904,Dumarao,0619,municipality,False
061905,Ivisan,0619,municipality,False
061906,Jamindan,0619,municipality,False
061907,Ma-Ayon,0619,municipality,False
061908,Mambusao,0619,municipality,False
061909,Panay,0619,municipality,False
061910,Panitan,0619,municipality,False
061911,Pilar,0619,municipality,False
061912,Pontevedra,0619,municipality,False
061913,President Roxas,0619,municipality,False
061914,City of Roxas,0619,component city,False
061915,Sapi-An,0619,municipality,False
061916,Sigma,0619,municipality,False
061917,Tapaz,0619,municipality,False
063001,Ajuy,0630,municipality,False
063002,Alimodian,0630,municipality,False
063003,Anilao,0630,municipality,False
063004,Badiangan,0630,municipality,False
063005,Balasan,0630,municipality,False
063006,Banate,0630,municipality,False
063007,Barotac Nuevo,0630,municipality,False
063008,Barotac Viejo,0630,municipality,False
063009,Batad,0630,municipality,False
063010,Bingawan,0630,municipality,False
063012,Cabatuan,0630,municipality,False
063013,Calinog,0630,municipality,False
063014,Carles,0630,municipality,False
063015,Concepcion,0630,municipality,False
063016,Dingle,0630,municipality,False
063017,Dueñas,0630,municipality,False
063018,Dumangas,0630,municipality,False
063019,Estancia,0630,municipality,False
063020,Guimbal,0630,municipality,False
063021,Igbaras,0630,municipality,False
063022,City of Iloilo,0630,highly urbanized city,True
063023,Janiuay,0630,municipality,False
063025,Lambunao,0630,municipality,False
063026,Leganes,0630,municipality,False
063027,Lemery,0630,municipality,False
063028,Leon,0630,municipality,False
063029,Maasin,0630,municipality,False
063030,Miagao,0630,municipality,False
063031,Mina,0630,municipality,False
063032,New Lucena,0630,municipality,False
063034,Oton,0630,municipality,False
063035,City of Passi,0630,component city,False
063036,Pavia,0630,municipality,False
063037,Pototan,0630,municipality,False
063038,San Dionisio,0630,municipality,False
063039,San Enrique,0630,municipality,False
063040,San Joaquin,0630,municipality,False
063041,San Miguel,0630,municipality,False
063042,San Rafael,0630,municipality,False
063043,Santa Barbara,0630,municipality,False
063044,Sara,0630,municipality,False
063045,Tigbauan,0630,municipality,False
063046,Tubungan,0630,municipality,False
063047,Zarraga,0630,municipality,False
064501,City of Bacolod,0645,highly urbanized city,True
064502,City of Bago,0645,component city,False
064503,Binalbagan,0645,municipality,False
064504,City of Cadiz,0645,component city,False
064505,Calatrava,0645,municipality,False
064506,Candoni,0645,municipality,False
064507,Cauayan,0645,municipality,False
064508,Enrique B. Magalona,0645,municipality,False
064509,City of Escalante,0645,component city,False
064510,City of Himamaylan,0645,component city,False
064511,Hinigaran,0645,municipality,False
064512,Hinoba-an,0645,municipality,False
064513,Ilog,0645,municipality,False
064514,Isabela,0645,municipality,False
064515,City of Kabankalan,0645,component city,False
064516,City of La Carlota,0645,component city,False
064517,La Castellana,0645,municipality,False
064518,Manapla,0645,municipality,False
064519,Moises Padilla,0645,municipality,False
064520,Murcia,0645,municipality,False
064521,Pontevedra,0645,municipality,False
064522,Pulupandan,0645,municipality,False
064523,City of Sagay,0645,component city,False
064524,City of San Carlos,0645,component city,False
064525,San Enrique,0645,municipality,False
064526,City of Silay,0645,component city,False
064527,City of Sipalay,0645,component city,False
064528,City of Talisay,0645,component city,False
064529,Toboso,0645,municipality,False
064530,Valladolid,0645,municipality,False
064531,City of Victorias,0645,component city,False
064532,Salvador Benedicto,0645,municipality,False
067901,Buenavista,0679,municipality,False
067902,Jordan,0679,municipality,False
067903,Nueva Valencia,0679,municipality,False
067904,San Lorenzo,0679,municipality,False
067905,Sibunag,0679,municipality,False
071201,Alburquerque,0712,municipality,False
071202,Alicia,0712,municipality,False
071203,Anda,0712,municipality,False
071204,Antequera,0712,municipality,False
071205,Baclayon,0712,municipality,False
071206,Balilihan,0712,municipality,False
071207,Batuan,0712,municipality,False
071208,Bilar,0712,municipality,False
071209,Buenavista,0712,municipality,False
071210,Calape,0712,municipality,False
071211,Candijay,0712,municipality,False
071212,Carmen,0712,municipality,False
071213,Catigbian,0712,municipality,False
071214,Clarin,0712,municipality,False
071215,Corella,0712,municipality,False
071216,Cortes,0712,municipality,False
071217,Dagohoy,0712,municipality,False
071218,Danao,0712,municipality,False
071219,Dauis,0712,municipality,False
071220,Dimiao,0712,municipality,False
071221,Duero,0712,municipality,False
071222,Garcia Hernandez,0712,municipality,False
071223,Guindulman,0712,municipality,False
071224,Inabanga,0712,municipality,False
071225,Jagna,0712,municipality,False
071226,Getafe,0712,municipality,False
071227,Lila,0712,municipality,False
071228,Loay,0712,municipality,False
071229,Loboc,0712,municipality,False
071230,Loon,0712,municipality,False
071231,Mabini,0712,municipality,False
071232,Maribojoc,0712,municipality,False
071233,Panglao,0712,municipality,False
071234,Pilar,0712,municipality,False
071235,President Carlos P. Garcia,0712,municipality,False
071236,Sagbayan,0712,municipality,False
071237,San Isidro,0712,municipality,False
071238,San Miguel,0712,municipality,False
071239,Sevilla,0712,municipality,False
071240,Sierra Bullones,0712,municipality,False
071241,Sikatuna,0712,municipality,False
071242,City of Tagbilaran,0712,component city,False
071243,Talibon,0712,municipality,False
071244,Trinidad,0712,municipality,False
071245,Tubigon,0712,municipality,False
071246,Ubay,0712,municipality,False
071247,Valencia,0712,municipality,False
071248,Bien Unido,0712,municipality,False
072201,Alcantara,0722,municipality,False
072202,Alcoy,0722,municipality,False
072203,Alegria,0722,municipality,False
072204,Aloguinsan,0722,municipality,False
072205,Argao,0722,municipality,False
072206,Asturias,0722,municipality,False
072207,Badian,0722,municipality,False
072208,Balamban,0722,municipality,False
072209,Bantayan,0722,municipality,False
072210,Barili,0722,municipality,False
072211,City of Bogo,0722,component city,False
072212,Boljoon,0722,municipality,False
072213,Borbon,0722,municipality,False
072214,City of Carcar,0722,component city,False
072215,Carmen,0722,municipality,False
072216,Catmon,0722,municipality,False
072217,City of Cebu,0722,highly urbanized city,True
072218,Compostela,0722,municipality,False
072219,Consolacion,0722,municipality,False
072220,Cordova,0722,municipality,False
072221,Daanbantayan,0722,municipality,False
072222,Dalaguete,0722,municipality,False
072223,Danao City,0722,component city,False
072224,Dumanjug,0722,municipality,False
072225,Ginatilan,0722,municipality,False
072226,City of Lapu-Lapu,0722,highly urbanized city,True
072227,Liloan,0722,municipality,False
072228,Madridejos,0722,municipality,False
072229,Malabuyoc,0722,municipality,False
072230,City of Mandaue,0722,highly urbanized city,True
072231,Medellin,0722,municipality,False
072232,Minglanilla,0722,municipality,False
072233,Moalboal,0722,municipality,False
072234,City of Naga,0722,component city,False
072235,Oslob,0722,municipality,False
072236,Pilar,0722,municipality,False
072237,Pinamungajan,0722,municipality,False
072238,Poro,0722,municipality,False
072239,Ronda,0722,municipality,False
072240,Samboan,0722,municipality,False
072241,San Fernando,0722,municipality,False
072242,San Francisco,0722,municipality,False
072243,San Remigio,0722,municipality,False
072244,Santa Fe,0722,municipality,False
072245,Santander,0722,municipality,False
072246,Sibonga,0722,municipality,False
072247,Sogod,0722,municipality,False
072248,Tabogon,0722,municipality,False
072249,Tabuelan,0722,municipality,False
072250,City of Talisay,0722,component city,False
072251,City of Toledo,0722,component city,False
072252,Tuburan,0722,municipality,False
072253,Tudela,0722,municipality,False
074601,Amlan,0746,municipality,False
074602,Ayungon,0746,municipality,False
074603,Bacong,0746,municipality,False
074604,City of Bais,0746,component city,False
074605,Basay,0746,municipality,False
074606,City of Bayawan,0746,component city,False
074607,Bindoy,0746,municipality,False
074608,City of Canlaon,0746,component city,False
074609,Dauin,0746,municipality,False
074610,City of Dumaguete,0746,component city,False
074611,City of Guihulngan,0746,component city,False
074612,Jimalalud,0746,municipality,False
074613,La Libertad,0746,municipality,False
074614,Mabinay,0746,municipality,False
074615,Manjuyod,0746,municipality,False
074616,Pamplona,0746,municipality,False
074617,San Jose,0746,municipality,False
074618,Santa Catalina,0746,municipality,False
074619,Siaton,0746,municipality,False
074620,Sibulan,0746,municipality,False
074621,City of Tanjay,0746,component city,False
074622,Tayasan,0746,municipality,False
074623,Valencia,0746,municipality,False
074624,Vallehermoso,0746,municipality,False
074625,Zamboanguita,0746,municipality,False
076101,Enrique Villanueva,0761,municipality,False
076102,Larena,0761,municipality,False
076103,Lazi,0761,municipality,False
076104,Maria,0761,municipality,False
076105,San Juan,0761,municipality,False
076106,Siquijor,0761,municipality,False
082601,Arteche,0826,municipality,False
082602,Balangiga,0826,municipality,False
082603,Balangkayan,0826,municipality,False
082604,City of Borongan,0826,component city,False
082605,Can-Avid,0826,municipality,False
082606,Dolores,0826,municipality,False
082607,General Macarthur,0826,municipality,False
082608,Giporlos,0826,municipality,False
082609,Guiuan,0826,municipality,False
082610,Hernani,0826,municipality,False
082611,Jipapad,0826,municipality,False
082612,Lawaan,0826,municipality,False
082613,Llorente,0826,municipality,False
082614,Maslog,0826,municipality,False
082615,Maydolong,0826,municipality,False
082616,Mercedes,0826,municipality,False
082617,Oras,0826,municipality,False
082618,Quinapondan,0826,municipality,False
082619,Salcedo,0826,municipality,False
082620,San Julian,0826,municipality,False
082621,San Policarpo,0826,municipality,False
082622,Sulat,0826,municipality,False
082623,Taft,0826,municipality,False
083701,Abuyog,0837,municipality,False
083702,Alangalang,0837,municipality,False
083703,Albuera,0837,municipality,False
083705,Babatngon,0837,municipality,False
083706,Barugo,0837,municipality,False
083707,Bato,0837,municipality,False
083708,City of Baybay,0837,component city,False
083710,Burauen,0837,municipality,False
083713,Calubian,0837,municipality,False
083714,Capoocan,0837,municipality,False
083715,Carigara,0837,municipality,False
083717,Dagami,0837,municipality,False
083718,Dulag,0837,municipality,False
083719,Hilongos,0837,municipality,False
083720,Hindang,0837,municipality,False
083721,Inopacan,0837,municipality,False
083722,Isabel,0837,municipality,False
083723,Jaro,0837,municipality,False
083724,Javier,0837,municipality,False
083725,Julita,0837,municipality,False
083726,Kananga,0837,municipality,False
083728,La Paz,0837,municipality,False
083729,Leyte,0837,municipality,False
083730,Macarthur,0837,municipality,False
083731,Mahaplag,0837,municipality,False
083733,Matag-Ob,0837,municipality,False
083734,Matalom,0837,municipality,False
083735,Mayorga,0837,municipality,False
083736,Merida,0837,municipality,False
083738,Ormoc City,0837,independent component city,True
083739,Palo,0837,municipality,False
083740,Palompon,0837,municipality,False
083741,Pastrana,0837,municipality,False
083742,San Isidro,0837,municipality,False
083743,San Miguel,0837,municipality,False
083744,Santa Fe,0837,municipality,False
083745,Tabango,0837,municipality,False
083746,Tabontabon,0837,municipality,False
083747,City of Tacloban,0837,highly urbanized city,True
083748,Tanauan,0837,municipality,False
083749,Tolosa,0837,municipality,False
083750,Tunga,0837,municipality,False
083751,Villaba,0837,municipality,False
084801,Allen,0848,municipality,False
084802,Biri,0848,municipality,False
084803,Bobon,0848,municipality,False
084804,Capul,0848,municipality,False
084805,Catarman,0848,municipality,False
084806,Catubig,0848,municipality,False
084807,Gamay,0848,municipality,False
084808,Laoang,0848,municipality,False
084809,Lapinig,0848,municipality,False
084810,Las Navas,0848,municipality,False
084811,Lavezares,0848,municipality,False
084812,Mapanas,0848,municipality,False
084813,Mondragon,0848,municipality,False
084814,Palapag,0848,municipality,False
084815,Pambujan,0848,municipality,False
084816,Rosario,0848,municipality,False
084817,San Antonio,0848,municipality,False
084818,San Isidro,0848,municipality,False
084819,San Jose,0848,municipality,False
084820,San Roque,0848,municipality,False
084821,San Vicente,0848,municipality,False
084822,Silvino Lobos,0848,municipality,False
084823,Victoria,0848,municipality,False
084824,Lope De Vega,0848,municipality,False
086001,Almagro,0860,municipality,False
086002,Basey,0860,municipality,False
086003,City of Calbayog,0860,component city,False
086004,Calbiga,0860,municipality,False
086005,City of Catbalogan,0860,component city,False
086006,Daram,0860,municipality,False
086007,Gandara,0860,municipality,False
086008,Hinabangan,0860,municipality,False
086009,Jiabong,0860,municipality,False
086010,Marabut,0860,municipality,False
086011,Matuguinao,0860,municipality,False
086012,Motiong,0860,municipality,False
086013,Pinabacdao,0860,municipality,False
086014,San Jose De Buan,0860,municipality,False
086015,San Sebastian,0860,municipality,False
086016,Santa Margarita,0860,municipality,False
086017,Santa Rita,0860,municipality,False
086018,Santo Niño,0860,municipality,False
086019,Talalora,0860,municipality,False
086020,Tarangnan,0860,municipality,False
086021,Villareal,0860,municipality,False
086022,Paranas,0860,municipality,False
086023,Zumarraga,0860,municipality,False
086024,Tagapul-An,0860,municipality,False
086025,San Jorge,0860,municipality,False
086026,Pagsanghan,0860,municipality,False
086401,Anahawan,0864,municipality,False
086402,Bontoc,0864,municipality,False
086403,Hinunangan,0864,municipality,False
086404,Hinundayan,0864,municipality,False
086405,Libagon,0864,municipality,False
086406,Liloan,0864,municipality,False
086407,City of Maasin,0864,component city,False
086408,Macrohon,0864,municipality,False
086409,Malitbog,0864,municipality,False
086410,Padre Burgos,0864,municipality,False
086411,Pintuyan,0864,municipality,False
086412,Saint Bernard,0864,municipality,False
086413,San Francisco,0864,municipality,False
086414,San Juan,0864,municipality,False
086415,San Ricardo,0864,municipality,False
086416,Silago,0864,municipality,False
086417,Sogod,0864,municipality,False
086418,Tomas Oppus,0864,municipality,False
086419,Limasawa,0864,municipality,False
087801,Almeria,0878,municipality,False
087802,Biliran,0878,municipality,False
087803,Cabucgayan,0878,municipality,False
087804,Caibiran,0878,municipality,False
087805,Culaba,0878,municipality,False
087806,Kawayan,0878,municipality,False
087807,Maripipi,0878,municipality,False
087808,Naval,0878,municipality,False
097201,City of Dapitan,0972,component city,False
097202,City of Dipolog,0972,component city,False
097203,Katipunan,0972,municipality,False
097204,La Libertad,0972,municipality,False
097205,Labason,0972,municipality,False
097206,Liloy,0972,municipality,False
097207,Manukan,0972,municipality,False
097208,Mutia,0972,municipality,False
097209,Piñan,0972,municipality,False
097210,Polanco,0972,municipality,False
097211,Pres. Manuel A. Roxas,0972,municipality,False
097212,Rizal,0972,municipality,False
097213,Salug,0972,municipality,False
097214,Sergio Osmeña Sr.,0972,municipality,False
097215,Siayan,0972,municipality,False
097216,Sibuco,0972,municipality,False
097217,Sibutad,0972,municipality,False
097218,Sindangan,0972,municipality,False
097219,Siocon,0972,municipality,False
097220,Sirawai,0972,municipality,False
097221,Tampilisan,0972,municipality,False
097222,Jose Dalman,0972,municipality,False
097223,Gutalac,0972,municipality,False
097224,Baliguian,0972,municipality,False
097225,Godod,0972,municipality,False
097226,Leon T. Postigo,0972,municipality,False
097227,Kalawit,0972,municipality,False
097302,Aurora,0973,municipality,False
097303,Bayog,0973,municipality,False
097305,Dimataling,0973,municipality,False
097306,Dinas,0973,municipality,False
097307,Dumalinao,0973,municipality,False
097308,Dumingag,0973,municipality,False
097311,Kumalarang,0973,municipality,False
097312,Labangan,0973,municipality,False
097313,Lapuyan,0973,municipality,False
